,ClosePrice,YearBuilt,OriginalListPrice,PostalCode,PropertySubType,BedroomsTotal,BathroomsTotalInteger,Latitude,Longitude,LivingArea,StoriesTotal,LotSizeSquareFeet,CloseDate,CommonWalls,Single Family Residence,Condominium,Multi,Townhouse,AppliancesYN,CoolingYN,FireplaceYN,HeatingYN,LaundryYN,ParkingYN,PatioYN,PoolPrivateYN,ViewYN,Age,CloseMonth,CloseYear,WinterIsComing,BondDate,Bond10Year
133,1120000.0,1957.0,1099900.0,90405,Single Family Residence,2.0,2.0,34.002518,-118.471663,779.0,1.0,2069.0,2017-04-20,1,1,0,0,0,1,1,0,1,1,1,1,0,0,63.0,4,2017,0,2017-03-21,2.43
134,1850000.0,1940.0,1650000.0,90405,Single Family Residence,3.0,2.0,34.010636,-118.468446,1520.0,1.0,6991.0,2017-04-19,1,1,0,0,0,1,0,1,1,1,1,1,0,0,80.0,4,2017,0,2017-03-20,2.47
135,1087000.0,1981.0,980000.0,90405,Townhouse,2.0,3.0,34.011904,-118.480895,1507.0,2.0,6973.0,2017-04-18,0,0,0,0,1,1,1,1,1,1,1,0,0,0,39.0,4,2017,0,2017-03-19,2.296688541140846
136,2701000.0,1940.0,2499000.0,90405,Single Family Residence,3.0,3.0,34.009,-118.469294,2115.0,2.0,6958.0,2017-04-19,1,1,0,0,0,1,1,0,1,1,1,1,0,1,80.0,4,2017,0,2017-03-20,2.47
137,1650000.0,1927.0,1675000.0,90405,Single Family Residence,2.0,1.0,34.012533000000005,-118.463273,1112.0,1.0,7014.0,2017-03-28,1,1,0,0,0,1,0,1,1,1,1,0,0,0,93.0,3,2017,0,2017-02-26,2.296688541140846
138,1625000.0,1944.0,,90405,Single Family Residence,4.0,3.0,34.014921,-118.46796,1569.0,1.0,6764.0,2017-04-20,1,1,0,0,0,1,0,1,1,1,1,0,0,0,76.0,4,2017,0,2017-03-21,2.43
139,1907000.0,1947.0,1595000.0,90405,Single Family Residence,3.0,2.0,34.010943,-118.476119,1833.0,1.0,6039.0,2017-03-28,1,1,0,0,0,1,1,1,1,1,1,0,0,0,73.0,3,2017,0,2017-02-26,2.296688541140846
140,2000000.0,1920.0,1795000.0,90405,Single Family Residence,2.0,2.0,34.006219,-118.487186,2004.0,2.0,15003.0,2017-04-04,1,1,0,0,0,1,0,0,1,1,1,1,0,1,100.0,4,2017,0,2017-03-05,2.296688541140846
141,1650000.0,1951.0,1825000.0,90405,Single Family Residence,2.0,2.0,34.010937,-118.460542,1539.0,1.0,7022.0,2017-04-24,1,1,0,0,0,0,0,1,1,1,1,0,0,1,69.0,4,2017,0,2017-03-25,2.296688541140846
143,1725000.0,1955.0,1685000.0,90405,Single Family Residence,3.0,2.0,34.020592,-118.463972,1870.0,1.0,7516.0,2017-04-18,1,1,0,0,0,0,0,1,1,1,1,0,0,1,65.0,4,2017,0,2017-03-19,2.296688541140846
145,647000.0,1967.0,,90405,Condominium,1.0,1.0,34.006688,-118.48356,704.0,1.0,41620.0,2017-02-22,0,0,1,0,0,1,0,0,0,1,1,1,1,0,53.0,2,2017,1,2017-01-23,2.41
146,925000.0,1987.0,899000.0,90405,Condominium,2.0,3.0,34.015774,-118.47328600000002,1302.0,1.0,6936.0,2017-05-09,0,0,1,0,0,1,0,1,1,1,1,1,0,0,33.0,5,2017,0,2017-04-09,2.296688541140846
148,2380000.0,1944.0,2395000.0,90405,Single Family Residence,2.0,3.0,34.007169,-118.472125,2279.0,1.0,5925.0,2017-05-10,0,1,0,0,0,1,1,1,1,1,1,1,1,1,76.0,5,2017,0,2017-04-10,2.37
149,1725000.0,1907.0,1500000.0,90405,Single Family Residence,5.0,2.0,34.014652000000005,-118.472212,2470.0,2.0,4876.0,2017-05-25,0,1,0,0,0,0,0,1,1,1,1,0,0,0,113.0,5,2017,0,2017-04-25,2.35
150,1760000.0,1922.0,1250000.0,90405,Single Family Residence,2.0,2.0,34.004341,-118.48142,1120.0,1.0,5583.0,2017-03-15,0,1,0,0,0,0,0,1,1,1,1,0,0,1,98.0,3,2017,0,2017-02-13,2.43
151,1675000.0,1936.0,1535000.0,90405,Single Family Residence,2.0,1.0,34.008453,-118.462735,1221.0,1.0,6781.0,2017-03-29,1,1,0,0,0,0,0,1,1,1,1,1,0,1,84.0,3,2017,0,2017-02-27,2.36
155,2000000.0,2005.0,1999000.0,90405,Townhouse,3.0,3.0,34.003091,-118.483131,1844.0,1.0,6569.0,2017-03-09,0,0,0,0,1,1,1,1,1,0,1,0,0,1,15.0,3,2017,0,2017-02-07,2.4
156,690000.0,1954.0,629000.0,90405,Condominium,2.0,1.0,34.022501,-118.459382,1107.0,2.0,13528.0,2017-03-20,0,0,1,0,0,1,0,0,0,1,1,0,0,0,66.0,3,2017,0,2017-02-18,2.296688541140846
158,2000000.0,1998.0,1975000.0,90405,Single Family Residence,3.0,3.0,34.002272999999995,-118.47278,1702.0,2.0,1987.0,2017-03-31,1,1,0,0,0,1,1,1,1,1,1,0,0,1,22.0,3,2017,0,2017-03-01,2.46
159,2500000.0,1979.0,2849000.0,90405,Single Family Residence,5.0,4.0,34.011764,-118.45919,2839.0,2.0,8259.0,2017-06-23,1,1,0,0,0,1,1,1,1,1,1,0,1,1,41.0,6,2017,0,2017-05-24,2.26
160,660000.0,1977.0,676000.0,90405,Condominium,2.0,2.0,34.014712,-118.478952,848.0,1.0,14832.0,2017-03-24,0,0,1,0,0,1,0,0,1,1,1,0,0,0,43.0,3,2017,0,2017-02-22,2.42
161,1701500.0,1937.0,1550000.0,90405,Single Family Residence,3.0,2.0,34.009601,-118.462948,1449.0,1.0,7161.0,2017-03-03,1,1,0,0,0,0,0,1,1,1,1,0,0,1,83.0,3,2017,0,2017-02-01,2.48
163,1475000.0,1941.0,1450000.0,90405,Single Family Residence,3.0,2.0,34.007999,-118.469896,1279.0,1.0,6974.0,2017-04-07,1,1,0,0,0,1,0,1,1,1,1,0,0,1,79.0,4,2017,0,2017-03-08,2.57
164,4330000.0,1898.0,4450000.0,90405,Single Family Residence,3.0,4.0,34.001339,-118.4812,2500.0,2.0,6492.0,2017-04-27,1,1,0,0,0,1,1,1,1,1,1,1,1,1,122.0,4,2017,0,2017-03-28,2.42
166,1310000.0,1909.0,1395000.0,90405,Single Family Residence,2.0,1.0,34.002342,-118.472629,924.0,1.0,2000.0,2017-03-29,1,1,0,0,0,1,0,0,1,1,1,0,0,0,111.0,3,2017,0,2017-02-27,2.36
167,1485000.0,1937.0,1399000.0,90405,Single Family Residence,3.0,2.0,34.021165,-118.453847,1154.0,1.0,6020.0,2017-03-08,0,1,0,0,0,1,1,0,1,1,1,1,0,0,83.0,3,2017,0,2017-02-06,2.42
168,2000000.0,1927.0,1549000.0,90405,Single Family Residence,3.0,2.0,34.00999,-118.463517,1720.0,2.0,7002.0,2017-03-15,1,1,0,0,0,1,0,1,1,1,1,0,1,1,93.0,3,2017,0,2017-02-13,2.43
169,2274000.0,1944.0,2399000.0,90405,Single Family Residence,4.0,3.0,34.013144,-118.47798600000002,1772.0,2.0,5511.0,2017-03-10,1,1,0,0,0,1,1,0,1,1,0,1,0,1,76.0,3,2017,0,2017-02-08,2.34
171,720000.0,1972.0,699000.0,90405,Condominium,1.0,1.0,34.000363,-118.475988,762.0,1.0,9578.0,2017-03-03,0,0,1,0,0,1,0,1,1,1,1,0,0,0,48.0,3,2017,0,2017-02-01,2.48
173,1721000.0,1927.0,1649000.0,90405,Single Family Residence,3.0,2.0,34.016684000000005,-118.460931,1491.0,1.0,6269.0,2017-02-25,1,1,0,0,0,1,0,1,1,1,1,0,0,0,93.0,2,2017,1,2017-01-26,2.51
174,1300000.0,1948.0,1500000.0,90405,Single Family Residence,2.0,1.0,34.012937,-118.457268,1170.0,1.0,6996.0,2017-03-14,1,1,0,0,0,0,0,1,1,1,1,0,0,1,72.0,3,2017,0,2017-02-12,2.296688541140846
175,1675000.0,1922.0,1650000.0,90405,Single Family Residence,2.0,1.0,34.000256,-118.475227,1016.0,1.0,4811.0,2017-01-24,1,1,0,0,0,1,1,0,1,1,0,1,0,0,98.0,1,2017,1,2016-12-25,2.296688541140846
176,593250.0,1967.0,599000.0,90405,Condominium,1.0,1.0,34.006688,-118.48356,663.0,3.0,41620.0,2017-02-15,0,0,1,0,0,1,0,0,0,1,1,0,0,0,53.0,2,2017,1,2017-01-16,1.77
177,1355888.0,1939.0,1398888.0,90405,Single Family Residence,2.0,2.0,34.006689,-118.463835,1542.0,1.0,5000.0,2017-03-01,1,1,0,0,0,1,0,0,1,1,1,0,0,0,81.0,3,2017,0,2017-01-30,2.49
178,2995000.0,2016.0,3250000.0,90405,Single Family Residence,4.0,4.0,34.022642,-118.4543,3212.0,1.0,6014.0,2017-04-04,1,1,0,0,0,1,1,1,1,1,1,1,0,0,4.0,4,2017,0,2017-03-05,2.296688541140846
179,825000.0,1922.0,750000.0,90405,Condominium,1.0,1.0,34.004973,-118.48361,693.0,1.0,15464.0,2016-11-28,0,0,1,0,0,1,0,0,1,1,1,0,0,1,98.0,11,2016,1,2016-10-29,1.7957298013245218
183,2499000.0,2016.0,2499000.0,90405,Condominium,3.0,4.0,34.005451,-118.484811,2045.0,3.0,6644.0,2017-04-21,0,0,1,0,0,1,1,0,1,1,1,0,0,1,4.0,4,2017,0,2017-03-22,2.4
186,1475000.0,1942.0,1595000.0,90405,Single Family Residence,2.0,1.0,34.003582,-118.46856,946.0,1.0,5499.0,2017-04-27,1,1,0,0,0,1,0,0,1,1,1,1,0,0,78.0,4,2017,0,2017-03-28,2.42
187,1350000.0,1956.0,1365000.0,90405,Single Family Residence,3.0,2.0,34.006072,-118.466464,1742.0,1.0,5185.0,2017-01-09,1,1,0,0,0,1,0,1,1,1,1,1,0,0,64.0,1,2017,1,2016-12-10,2.296688541140846
189,1700000.0,1949.0,1749000.0,90405,Single Family Residence,4.0,3.0,34.009155,-118.46186000000002,2510.0,2.0,5002.0,2017-02-24,1,1,0,0,0,1,0,1,1,1,1,0,0,0,71.0,2,2017,1,2017-01-25,2.53
190,1761500.0,1947.0,1769000.0,90405,Single Family Residence,3.0,2.0,34.012477000000004,-118.477095,1918.0,2.0,5978.0,2017-01-26,1,1,0,0,0,0,0,1,1,1,0,0,0,1,73.0,1,2017,1,2016-12-27,2.57
195,1445000.0,1947.0,1395000.0,90405,Single Family Residence,2.0,2.0,34.022358000000004,-118.457165,1092.0,2.0,5260.0,2016-12-07,1,1,0,0,0,0,0,0,1,0,1,0,1,0,73.0,12,2016,1,2016-11-07,1.83
196,585000.0,1973.0,619900.0,90405,Condominium,1.0,1.0,34.003101,-118.479169,680.0,2.0,14784.0,2017-03-10,0,0,1,0,0,1,0,1,1,1,1,0,0,0,47.0,3,2017,0,2017-02-08,2.34
197,1230000.0,1944.0,1249000.0,90405,Single Family Residence,2.0,1.0,34.00793,-118.461906,1234.0,1.0,5729.0,2016-12-14,1,1,0,0,0,1,0,1,1,1,1,1,0,1,76.0,12,2016,1,2016-11-14,2.23
202,1601000.0,1980.0,1699000.0,90405,Condominium,3.0,3.0,34.002346,-118.482384,1998.0,1.0,6493.0,2016-10-31,0,0,1,0,0,1,0,1,1,1,1,1,0,1,40.0,10,2016,1,2016-10-01,1.7957298013245218
203,593250.0,1967.0,619000.0,90405,Condominium,1.0,1.0,34.006688,-118.48356,663.0,3.0,41620.0,2017-02-14,0,0,1,0,0,1,0,0,0,1,1,0,1,0,53.0,2,2017,1,2017-01-15,2.296688541140846
204,1200000.0,1920.0,1199900.0,90405,Single Family Residence,2.0,2.0,34.004609,-118.469731,1096.0,1.0,5013.0,2017-03-16,1,1,0,0,0,1,0,1,1,1,0,0,0,0,100.0,3,2017,0,2017-02-14,2.47
205,1879000.0,1923.0,1879000.0,90405,Single Family Residence,3.0,2.0,34.023407,-118.458599,1532.0,1.0,6027.0,2016-11-17,1,1,0,0,0,1,1,1,1,1,1,1,0,0,97.0,11,2016,1,2016-10-18,1.75
206,980000.0,1976.0,910000.0,90405,Condominium,2.0,3.0,34.00068,-118.475006,1350.0,1.0,4833.0,2016-11-22,0,0,1,0,0,1,1,0,1,1,1,0,0,1,44.0,11,2016,1,2016-10-23,1.7957298013245218
207,1375000.0,1947.0,1478000.0,90405,Single Family Residence,3.0,1.0,34.014476,-118.457556,1142.0,1.0,7016.0,2017-01-06,1,1,0,0,0,0,0,1,0,0,1,0,0,0,73.0,1,2017,1,2016-12-07,2.34
208,2033150.0,1927.0,2050000.0,90405,Single Family Residence,3.0,3.0,34.004726,-118.470817,2604.0,2.0,4781.0,2016-11-16,1,1,0,0,0,1,0,1,1,1,1,1,0,0,93.0,11,2016,1,2016-10-17,1.77
211,1747000.0,1979.0,1747000.0,90405,Single Family Residence,2.0,2.0,34.004034000000004,-118.484,1222.0,2.0,3244.0,2016-12-09,1,1,0,0,0,1,0,1,1,1,1,1,0,0,41.0,12,2016,1,2016-11-09,2.07
213,1530000.0,1949.0,1499000.0,90405,Single Family Residence,2.0,2.0,34.014088,-118.460736,1182.0,1.0,8263.0,2016-10-24,1,1,0,0,0,1,0,0,1,0,1,0,0,0,71.0,10,2016,1,2016-09-24,1.7957298013245218
214,1446000.0,1975.0,1249000.0,90405,Townhouse,2.0,3.0,34.000440000000005,-118.476727,1402.0,3.0,7497.0,2016-11-10,0,0,0,0,1,1,1,1,1,1,1,1,0,1,45.0,11,2016,1,2016-10-11,1.77
216,1706000.0,1936.0,1725000.0,90405,Single Family Residence,3.0,2.0,34.00881500000001,-118.465195,1723.0,1.0,6162.0,2016-11-15,1,1,0,0,0,1,0,1,1,1,1,1,0,1,84.0,11,2016,1,2016-10-16,1.7957298013245218
217,745000.0,1963.0,750000.0,90405,Condominium,2.0,2.0,34.011146999999994,-118.483314,850.0,2.0,20362.0,2016-11-23,0,0,1,0,0,1,0,1,0,1,0,0,0,0,57.0,11,2016,1,2016-10-24,1.77
218,559000.0,1969.0,559000.0,90405,Condominium,1.0,1.0,34.008571,-118.485659,630.0,3.0,55216.0,2016-09-30,0,0,1,0,0,1,0,0,1,1,1,0,1,1,51.0,9,2016,1,2016-08-31,1.58
219,2680000.0,2016.0,2595000.0,90405,Single Family Residence,4.0,5.0,34.018549,-118.463678,2800.0,2.0,5178.0,2016-11-17,1,1,0,0,0,1,1,1,1,1,1,0,0,0,4.0,11,2016,1,2016-10-18,1.75
221,2410000.0,1940.0,1995000.0,90405,Single Family Residence,3.0,3.0,34.008987,-118.469216,2115.0,2.0,6958.0,2016-10-12,1,1,0,0,0,1,1,0,1,1,1,0,0,1,80.0,10,2016,1,2016-09-12,1.68
226,1850000.0,1999.0,1895000.0,90405,Townhouse,2.0,3.0,34.006640999999995,-118.485304,1903.0,3.0,22504.0,2017-01-19,0,0,0,0,1,1,0,1,1,1,1,1,0,0,21.0,1,2017,1,2016-12-20,2.57
227,1725000.0,1946.0,1695000.0,90405,Single Family Residence,4.0,2.0,34.024457,-118.452627,1767.0,1.0,5996.0,2016-11-08,1,1,0,0,0,1,1,1,1,1,1,0,0,0,74.0,11,2016,1,2016-10-09,1.7957298013245218
228,2162500.0,1999.0,2185000.0,90405,Townhouse,2.0,3.0,34.006640999999995,-118.485304,2297.0,3.0,22504.0,2017-02-02,0,0,0,0,1,1,1,1,1,1,1,1,0,1,21.0,2,2017,1,2017-01-03,2.45
229,2320000.0,1940.0,2450000.0,90405,Single Family Residence,5.0,5.0,34.019563,-118.46156,3535.0,2.0,6479.0,2016-12-28,1,1,0,0,0,1,1,1,1,1,1,1,0,0,80.0,12,2016,1,2016-11-28,2.32
230,3495000.0,2016.0,3495000.0,90405,Single Family Residence,4.0,5.0,34.02445,-118.456513,3887.0,1.0,9019.0,2016-10-17,0,1,0,0,0,1,1,1,1,1,1,1,0,0,4.0,10,2016,1,2016-09-17,1.7957298013245218
231,2975000.0,1929.0,3175000.0,90405,Single Family Residence,4.0,2.0,34.005368,-118.483206,1770.0,1.0,7142.0,2016-11-21,1,1,0,0,0,1,0,0,1,1,1,1,0,1,91.0,11,2016,1,2016-10-22,1.7957298013245218
232,1502500.0,1996.0,1399000.0,90405,Condominium,2.0,2.0,34.008936,-118.472256,2292.0,3.0,26930.0,2016-11-15,0,0,1,0,0,1,1,1,1,1,1,1,0,1,24.0,11,2016,1,2016-10-16,1.7957298013245218
233,775000.0,1963.0,750000.0,90405,Condominium,2.0,2.0,34.011146999999994,-118.483314,815.0,1.0,20362.0,2016-10-06,0,0,1,0,0,1,0,0,1,1,1,1,0,0,57.0,10,2016,1,2016-09-06,1.55
235,1010000.0,1988.0,875000.0,90405,Townhouse,2.0,3.0,34.012737,-118.479467,1252.0,3.0,6478.0,2016-10-04,0,0,0,0,1,1,0,1,1,1,1,0,0,0,32.0,10,2016,1,2016-09-04,1.7957298013245218
236,547000.0,1977.0,579000.0,90405,Condominium,2.0,2.0,34.014712,-118.478952,848.0,1.0,14832.0,2016-11-07,0,0,1,0,0,1,0,0,1,1,1,0,0,0,43.0,11,2016,1,2016-10-08,1.7957298013245218
237,575000.0,1977.0,575000.0,90405,Condominium,1.0,1.0,34.014712,-118.478952,798.0,2.0,14832.0,2016-10-18,0,0,1,0,0,1,0,0,1,1,1,0,0,1,43.0,10,2016,1,2016-09-18,1.7957298013245218
238,559000.0,1963.0,559000.0,90405,Condominium,1.0,1.0,34.003695,-118.480768,629.0,2.0,5519.0,2016-09-29,0,0,1,0,0,1,0,0,1,1,1,0,0,0,57.0,9,2016,1,2016-08-30,1.57
239,1875000.0,1929.0,1900000.0,90405,Single Family Residence,4.0,3.0,34.012376,-118.479052,2104.0,1.0,6472.0,2016-09-20,1,1,0,0,0,1,0,1,1,1,1,1,0,0,91.0,9,2016,1,2016-08-21,1.7957298013245218
240,1649000.0,1938.0,1649000.0,90405,Single Family Residence,3.0,2.0,34.01802,-118.462099,1816.0,1.0,6259.0,2016-09-30,1,1,0,0,0,1,0,1,1,1,1,1,0,0,82.0,9,2016,1,2016-08-31,1.58
241,717000.0,1958.0,688000.0,90405,Condominium,2.0,2.0,34.012244,-118.481491,960.0,2.0,10508.0,2016-09-29,0,0,1,0,0,1,0,0,0,1,1,0,0,0,62.0,9,2016,1,2016-08-30,1.57
242,1835000.0,1912.0,1699000.0,90405,Single Family Residence,6.0,2.0,33.999262,-118.47993999999998,1655.0,1.0,5000.0,2016-09-02,1,1,0,0,0,0,0,0,1,1,1,1,0,0,108.0,9,2016,1,2016-08-03,1.55
244,1200000.0,1953.0,1200000.0,90405,Single Family Residence,3.0,2.0,34.00847,-118.46074,1200.0,1.0,7408.0,2016-08-02,1,1,0,0,0,0,1,1,1,1,1,0,0,1,67.0,8,2016,0,2016-07-03,1.7957298013245218
246,1165000.0,1980.0,1200000.0,90405,Townhouse,3.0,3.0,34.007483,-118.473386,1986.0,2.0,9993.0,2016-10-12,0,0,0,0,1,1,1,1,1,1,1,1,0,0,40.0,10,2016,1,2016-09-12,1.68
247,2250000.0,1948.0,2095000.0,90405,Single Family Residence,3.0,3.0,34.020802,-118.460902,2222.0,1.0,6764.0,2016-11-30,1,1,0,0,0,1,0,1,1,1,1,1,0,1,72.0,11,2016,1,2016-10-31,1.84
248,2090000.0,1939.0,2299000.0,90405,Single Family Residence,4.0,3.0,34.02256,-118.461047,2396.0,2.0,7680.0,2016-11-18,1,1,0,0,0,1,0,1,1,1,1,1,0,0,81.0,11,2016,1,2016-10-19,1.76
249,530000.0,1963.0,485000.0,90405,Condominium,1.0,1.0,34.010781,-118.470323,686.0,2.0,6286.0,2016-09-14,0,0,1,0,0,1,0,0,0,1,1,0,0,0,57.0,9,2016,1,2016-08-15,1.55
250,1450000.0,1956.0,1499000.0,90405,Single Family Residence,3.0,2.0,34.006363,-118.465906,1742.0,1.0,5104.0,2016-09-16,1,1,0,0,0,0,0,1,1,1,0,0,0,1,64.0,9,2016,1,2016-08-17,1.56
251,737000.0,1965.0,729000.0,90405,Condominium,2.0,1.0,34.004873,-118.478617,777.0,2.0,12014.0,2016-09-21,0,0,1,0,0,1,0,0,0,1,1,0,0,0,55.0,9,2016,1,2016-08-22,1.55
252,1255000.0,1981.0,1349000.0,90405,Condominium,3.0,3.0,34.005241,-118.481776,1482.0,2.0,6021.0,2016-11-21,0,0,1,0,0,1,1,1,1,1,1,1,1,1,39.0,11,2016,1,2016-10-22,1.7957298013245218
253,1535000.0,1951.0,1500000.0,90405,Single Family Residence,3.0,2.0,34.010940000000005,-118.460557,1539.0,1.0,7022.0,2016-09-07,1,1,0,0,0,1,0,1,1,1,1,0,0,1,69.0,9,2016,1,2016-08-08,1.59
256,900000.0,1980.0,865000.0,90405,Condominium,2.0,2.0,34.023413,-118.449648,1401.0,4.0,34069.0,2016-09-07,0,0,1,0,0,1,1,1,1,0,1,1,1,0,40.0,9,2016,1,2016-08-08,1.59
257,560000.0,1948.0,499000.0,90405,Condominium,1.0,1.0,34.023979,-118.459176,743.0,1.0,18008.0,2016-08-19,0,0,1,0,0,1,0,0,0,1,1,0,0,1,72.0,8,2016,0,2016-07-20,1.59
259,1505000.0,1938.0,1460000.0,90405,Single Family Residence,3.0,1.0,34.023003,-118.449959,1234.0,1.0,9563.0,2016-08-01,1,1,0,0,0,1,0,1,1,1,1,0,0,1,82.0,8,2016,0,2016-07-02,1.7957298013245218
260,1460000.0,1947.0,1549000.0,90405,Single Family Residence,4.0,2.0,34.013234000000004,-118.456704,1485.0,1.0,7005.0,2016-08-26,0,1,0,0,0,1,0,0,1,1,1,1,0,0,73.0,8,2016,0,2016-07-27,1.52
262,1199000.0,1944.0,1199000.0,90405,Single Family Residence,3.0,1.0,34.015638,-118.47441,1022.0,1.0,6271.0,2016-10-18,1,1,0,0,0,0,0,1,1,0,0,0,0,0,76.0,10,2016,1,2016-09-18,1.7957298013245218
263,1260000.0,1944.0,1260000.0,90405,Single Family Residence,2.0,2.0,34.007882,-118.463556,1200.0,1.0,5592.0,2016-07-22,1,1,0,0,0,1,0,1,1,1,1,1,0,1,76.0,7,2016,0,2016-06-22,1.69
265,910000.0,1978.0,949900.0,90405,Townhouse,3.0,2.0,34.01095,-118.477889,1396.0,2.0,6483.0,2016-07-22,0,0,0,0,1,1,0,1,1,1,1,1,0,1,42.0,7,2016,0,2016-06-22,1.69
267,910000.0,1958.0,869000.0,90405,Condominium,3.0,2.0,34.012244,-118.481491,1314.0,1.0,10508.0,2016-07-15,1,0,1,0,0,1,0,0,1,1,1,0,0,0,62.0,7,2016,0,2016-06-15,1.6
270,3235000.0,2003.0,3295000.0,90405,Single Family Residence,4.0,4.0,34.006946,-118.467879,3460.0,1.0,8024.0,2016-07-29,1,1,0,0,0,1,1,1,1,1,1,0,0,1,17.0,7,2016,0,2016-06-29,1.5
271,676000.0,1977.0,640000.0,90405,Condominium,2.0,2.0,34.017681,-118.467576,1099.0,2.0,6764.0,2016-08-19,1,0,1,0,0,1,0,1,0,1,1,0,0,1,43.0,8,2016,0,2016-07-20,1.59
272,1480000.0,1937.0,1585000.0,90405,Single Family Residence,3.0,2.0,34.009575,-118.464727,1478.0,1.0,5500.0,2016-09-07,1,1,0,0,0,1,1,1,1,1,1,0,0,1,83.0,9,2016,1,2016-08-08,1.59
273,1825000.0,2002.0,2095000.0,90405,Single Family Residence,2.0,2.0,34.011232,-118.483889,2561.0,3.0,2984.0,2016-10-25,0,1,0,0,0,1,0,0,1,1,1,0,0,1,18.0,10,2016,1,2016-09-25,1.7957298013245218
274,3795000.0,2016.0,3795000.0,90405,Single Family Residence,5.0,7.0,34.022884000000005,-118.453749,4620.0,1.0,9012.0,2016-07-14,1,1,0,0,0,1,1,1,1,1,1,1,0,0,4.0,7,2016,0,2016-06-14,1.62
275,771000.0,1981.0,754000.0,90405,Condominium,2.0,3.0,34.023762,-118.449952,1344.0,2.0,34330.0,2016-08-01,0,0,1,0,0,1,1,1,1,1,1,1,0,0,39.0,8,2016,0,2016-07-02,1.7957298013245218
276,1252500.0,1949.0,1350000.0,90405,Condominium,2.0,2.0,34.004287,-118.482277,1200.0,2.0,14291.0,2016-07-06,1,0,1,0,0,1,0,0,1,1,0,0,0,1,71.0,7,2016,0,2016-06-06,1.73
278,1600000.0,1990.0,1595000.0,90405,Condominium,3.0,2.0,34.000074,-118.479546,1817.0,1.0,6558.0,2016-07-25,0,0,1,0,0,0,0,1,1,0,1,0,0,1,30.0,7,2016,0,2016-06-25,1.7957298013245218
279,1525000.0,1920.0,1575000.0,90405,Condominium,2.0,1.0,34.006219,-118.487186,1343.0,2.0,15003.0,2016-07-27,1,0,1,0,0,0,0,1,0,0,1,0,0,0,100.0,7,2016,0,2016-06-27,1.46
281,2380000.0,2008.0,2450000.0,90405,Single Family Residence,4.0,4.0,34.010598,-118.459047,3488.0,2.0,7002.0,2016-07-27,1,1,0,0,0,1,1,1,1,1,1,0,0,1,12.0,7,2016,0,2016-06-27,1.46
283,1565000.0,1936.0,1495000.0,90405,Single Family Residence,3.0,2.0,34.008122,-118.483679,1464.0,1.0,4388.0,2016-06-30,1,1,0,0,0,1,0,0,1,1,1,0,0,0,84.0,6,2016,0,2016-05-31,1.84
284,2075000.0,1989.0,2499000.0,90405,Single Family Residence,3.0,3.0,34.007386,-118.481616,3163.0,2.0,3551.0,2016-06-22,1,1,0,0,0,1,0,0,1,1,1,0,0,1,31.0,6,2016,0,2016-05-23,1.84
286,750000.0,1963.0,699000.0,90405,Condominium,2.0,2.0,34.00113,-118.477519,987.0,2.0,8246.0,2016-09-23,0,0,1,0,0,0,0,0,1,1,0,0,0,0,57.0,9,2016,1,2016-08-24,1.56
287,1885000.0,1940.0,1895000.0,90405,Single Family Residence,4.0,3.0,34.009313,-118.462496,2288.0,2.0,6905.0,2016-07-11,1,1,0,0,0,1,1,1,1,1,0,0,0,1,80.0,7,2016,0,2016-06-11,1.7957298013245218
288,5075000.0,1912.0,5249000.0,90405,Single Family Residence,4.0,3.0,34.006425,-118.479618,3017.0,1.0,15980.0,2016-09-30,1,1,0,0,0,1,1,1,1,1,1,0,0,1,108.0,9,2016,1,2016-08-31,1.58
289,750000.0,1974.0,850000.0,90405,Townhouse,2.0,3.0,34.020736,-118.45354,1163.0,2.0,12054.0,2016-11-22,0,0,0,0,1,1,0,1,1,1,1,0,0,0,46.0,11,2016,1,2016-10-23,1.7957298013245218
290,1750000.0,1944.0,1729000.0,90405,Single Family Residence,3.0,3.0,34.007585,-118.461921,2049.0,2.0,5652.0,2016-06-08,0,1,0,0,0,1,1,1,1,1,1,1,0,0,76.0,6,2016,0,2016-05-09,1.77
291,700000.0,1949.0,799000.0,90405,Condominium,1.0,1.0,34.004437,-118.487673,603.0,2.0,11220.0,2016-10-14,0,0,1,0,0,1,0,0,0,1,1,0,0,1,71.0,10,2016,1,2016-09-14,1.7
292,1270000.0,1948.0,1270000.0,90405,Single Family Residence,2.0,1.0,34.017632,-118.460314,1010.0,1.0,6880.0,2016-05-10,1,1,0,0,0,0,1,0,0,0,1,0,0,0,72.0,5,2016,0,2016-04-10,1.7957298013245218
293,1650000.0,1988.0,1495000.0,90405,Condominium,2.0,3.0,34.001341,-118.479953,1441.0,3.0,7753.0,2016-06-15,0,0,1,0,0,1,1,1,1,1,1,1,0,1,32.0,6,2016,0,2016-05-16,1.75
295,1572000.0,1947.0,1589000.0,90405,Single Family Residence,4.0,3.0,34.010675,-118.458922,1282.0,2.0,6933.0,2016-10-05,1,1,0,0,0,1,0,0,1,1,1,0,0,0,73.0,10,2016,1,2016-09-05,1.77
296,1692500.0,1938.0,1599000.0,90405,Single Family Residence,3.0,2.0,34.015069,-118.458926,1351.0,1.0,6993.0,2016-07-06,1,1,0,0,0,1,1,1,1,1,1,0,0,0,82.0,7,2016,0,2016-06-06,1.73
