,ClosePrice,YearBuilt,OriginalListPrice,PostalCode,PropertySubType,BedroomsTotal,BathroomsTotalInteger,Latitude,Longitude,LivingArea,StoriesTotal,LotSizeSquareFeet,CloseDate,CommonWalls,Single Family Residence,Condominium,Multi,Townhouse,AppliancesYN,CoolingYN,FireplaceYN,HeatingYN,LaundryYN,ParkingYN,PatioYN,PoolPrivateYN,ViewYN,Age,CloseMonth,CloseYear,WinterIsComing,BondDate,Bond10Year
46547,1479200.0,1948.0,1400000.0,90036,Single Family Residence,3.0,2.0,34.077836,-118.351687,1940.0,1.0,7000.0,2017-07-20,1,1,0,0,0,0,0,1,1,1,1,0,0,0,72.0,7,2017,0,2017-06-20,2.16
46549,1175000.0,1930.0,1149000.0,90036,Single Family Residence,3.0,2.0,34.059862,-118.339247,1826.0,2.0,7519.0,2017-06-22,1,1,0,0,0,0,0,1,1,0,1,0,0,0,90.0,6,2017,0,2017-05-23,2.29
46550,980000.0,2009.0,979000.0,90036,Condominium,3.0,3.0,34.064478,-118.350073,1440.0,4.0,31221.0,2017-05-23,0,0,1,0,0,1,1,0,1,1,1,0,0,1,11.0,5,2017,0,2017-04-23,2.296688541140846
46551,625000.0,1987.0,605000.0,90036,Condominium,2.0,2.0,34.057068,-118.353349,1001.0,1.0,20554.0,2017-06-07,0,0,1,0,0,1,1,1,1,1,1,0,0,1,33.0,6,2017,0,2017-05-08,2.39
46552,2620000.0,1933.0,2500000.0,90036,Single Family Residence,5.0,4.0,34.077673,-118.346549,5243.0,1.0,7699.0,2017-08-03,1,1,0,0,0,0,1,1,1,1,1,0,1,1,87.0,8,2017,0,2017-07-04,1.77
46553,1339000.0,1924.0,1249000.0,90036,Single Family Residence,2.0,3.0,34.059962,-118.352739,1816.0,1.0,7001.0,2017-06-24,1,1,0,0,0,1,0,1,1,1,1,0,0,0,96.0,6,2017,0,2017-05-25,2.25
46554,3175000.0,2017.0,3195000.0,90036,Single Family Residence,5.0,6.0,34.081318,-118.340866,3889.0,2.0,6004.0,2017-07-26,1,1,0,0,0,1,1,1,1,1,1,1,1,1,3.0,7,2017,0,2017-06-26,2.14
46555,1565000.0,1926.0,1589000.0,90036,Single Family Residence,3.0,2.0,34.05916,-118.36148500000002,2156.0,1.0,6021.0,2017-06-16,1,1,0,0,0,1,1,1,1,1,1,0,0,0,94.0,6,2017,0,2017-05-17,2.22
46557,1650000.0,1928.0,1689000.0,90036,Single Family Residence,3.0,2.0,34.0755,-118.35138700000002,2192.0,1.0,7000.0,2017-06-15,1,1,0,0,0,1,1,1,1,1,1,0,0,0,92.0,6,2017,0,2017-05-16,2.33
46558,1595000.0,1924.0,1595000.0,90036,Single Family Residence,3.0,3.0,34.058245,-118.341411,1971.0,1.0,7573.0,2017-05-23,1,1,0,0,0,1,1,1,1,1,1,0,0,1,96.0,5,2017,0,2017-04-23,2.296688541140846
46559,435000.0,1972.0,425000.0,90036,Condominium,1.0,1.0,34.081074,-118.343185,647.0,4.0,39885.0,2017-05-12,0,0,1,0,0,1,0,0,1,1,1,0,0,0,48.0,5,2017,0,2017-04-12,2.28
46561,1350000.0,1925.0,1395000.0,90036,Single Family Residence,3.0,3.0,34.061469,-118.338024,2346.0,1.0,7506.0,2017-06-26,1,1,0,0,0,1,1,1,1,1,1,1,0,0,95.0,6,2017,0,2017-05-27,2.296688541140846
46562,1395000.0,1925.0,1449000.0,90036,Single Family Residence,5.0,3.0,34.059228999999995,-118.339576,3104.0,2.0,7517.0,2017-10-26,1,1,0,0,0,0,0,1,1,1,1,0,0,0,95.0,10,2017,1,2017-09-26,2.24
46563,675000.0,1929.0,698000.0,90036,Condominium,1.0,1.0,34.079939,-118.342636,746.0,1.0,23674.0,2017-05-24,0,0,1,0,0,1,1,1,1,0,1,0,0,1,91.0,5,2017,0,2017-04-24,2.28
46564,1482000.0,1928.0,1499900.0,90036,Single Family Residence,3.0,2.0,34.080366,-118.356034,1780.0,1.0,6500.0,2017-05-31,0,1,0,0,0,0,1,1,1,1,1,0,0,0,92.0,5,2017,0,2017-05-01,2.33
46565,2105000.0,1924.0,2250000.0,90036,Single Family Residence,6.0,4.0,34.065145,-118.33911,3562.0,2.0,8100.0,2017-08-04,1,1,0,0,0,1,1,1,1,1,1,0,0,0,96.0,8,2017,0,2017-07-05,2.33
46566,3750000.0,2016.0,3899000.0,90036,Single Family Residence,4.0,5.0,34.082807,-118.350868,4524.0,2.0,7405.0,2017-07-06,1,1,0,0,0,1,1,1,1,0,1,0,1,1,4.0,7,2017,0,2017-06-06,2.14
46567,1855000.0,1925.0,1795000.0,90036,Single Family Residence,4.0,2.0,34.081557000000004,-118.350095,2600.0,1.0,8225.0,2017-04-21,1,1,0,0,0,1,0,1,1,1,1,1,1,0,95.0,4,2017,0,2017-03-22,2.4
46568,1209000.0,1924.0,1269000.0,90036,Single Family Residence,2.0,2.0,34.081013,-118.349475,1408.0,1.0,5867.0,2017-10-10,1,1,0,0,0,0,1,1,1,1,0,0,0,1,96.0,10,2017,1,2017-09-10,2.296688541140846
46569,3500000.0,2016.0,3699000.0,90036,Single Family Residence,5.0,6.0,34.066602,-118.342657,4462.0,2.0,6502.0,2017-06-16,1,1,0,0,0,1,1,1,1,1,1,1,1,1,4.0,6,2017,0,2017-05-17,2.22
46570,1657500.0,1926.0,1575000.0,90036,Single Family Residence,3.0,3.0,34.060645,-118.357979,2268.0,1.0,6523.0,2017-04-07,1,1,0,0,0,0,1,1,1,1,0,0,0,0,94.0,4,2017,0,2017-03-08,2.57
46572,910000.0,1934.0,880000.0,90036,Single Family Residence,3.0,2.0,34.080418,-118.344846,1452.0,1.0,6420.0,2017-05-30,1,1,0,0,0,0,1,1,1,0,1,0,0,0,86.0,5,2017,0,2017-04-30,2.296688541140846
46573,1785000.0,2002.0,1980000.0,90036,Single Family Residence,4.0,3.0,34.063378,-118.340437,2390.0,1.0,6752.0,2017-06-16,1,1,0,0,0,1,1,1,1,1,1,1,0,0,18.0,6,2017,0,2017-05-17,2.22
46574,1080000.0,1925.0,1199000.0,90036,Single Family Residence,3.0,2.0,34.057807000000004,-118.348577,1912.0,1.0,6689.0,2017-04-14,1,1,0,0,0,1,1,1,1,1,1,0,0,0,95.0,4,2017,0,2017-03-15,2.51
46575,3080000.0,2014.0,3150000.0,90036,Single Family Residence,5.0,6.0,34.065806,-118.342323,4346.0,2.0,6757.0,2017-04-26,0,1,0,0,0,1,1,1,1,1,1,0,1,0,6.0,4,2017,0,2017-03-27,2.38
46576,1343500.0,1937.0,1275000.0,90036,Single Family Residence,3.0,3.0,34.058609999999994,-118.357068,1580.0,1.0,4950.0,2017-04-07,1,1,0,0,0,1,1,1,1,1,1,0,0,0,83.0,4,2017,0,2017-03-08,2.57
46577,1667500.0,1924.0,1749000.0,90036,Single Family Residence,3.0,3.0,34.067342,-118.342136,2251.0,1.0,6758.0,2017-04-14,1,1,0,0,0,0,0,1,1,1,1,0,1,1,96.0,4,2017,0,2017-03-15,2.51
46578,3700000.0,2017.0,3700000.0,90036,Single Family Residence,4.0,5.0,34.082809999999995,-118.351363,4122.0,2.0,6300.0,2017-02-15,0,1,0,0,0,1,1,1,1,1,1,1,1,0,3.0,2,2017,1,2017-01-16,1.77
46579,1087000.0,1924.0,1179000.0,90036,Single Family Residence,3.0,2.0,34.059687,-118.338728,1673.0,1.0,7502.0,2017-05-23,0,1,0,0,0,1,1,1,1,1,1,1,0,0,96.0,5,2017,0,2017-04-23,2.296688541140846
46580,1165000.0,1926.0,1275000.0,90036,Single Family Residence,2.0,2.0,34.081701,-118.34941299999998,1139.0,1.0,3108.0,2017-05-02,1,1,0,0,0,1,1,1,1,1,1,1,0,0,94.0,5,2017,0,2017-04-02,2.296688541140846
46581,1908850.0,1926.0,1988000.0,90036,Single Family Residence,3.0,4.0,34.081536,-118.35506200000002,2005.0,1.0,6501.0,2017-04-20,1,1,0,0,0,1,1,1,1,1,1,0,0,0,94.0,4,2017,0,2017-03-21,2.43
46582,811000.0,1990.0,749000.0,90036,Condominium,2.0,2.0,34.061731,-118.360169,1533.0,4.0,6462.0,2017-03-24,0,0,1,0,0,1,1,1,1,1,1,0,0,1,30.0,3,2017,0,2017-02-22,2.42
46583,4100000.0,2010.0,4690000.0,90036,Single Family Residence,7.0,9.0,34.079361,-118.34046399999998,7481.0,3.0,7426.0,2017-06-30,1,1,0,0,0,1,1,1,1,1,0,1,1,0,10.0,6,2017,0,2017-05-31,2.21
46584,1725000.0,1928.0,1749999.0,90036,Single Family Residence,2.0,2.0,34.058575,-118.339088,2411.0,1.0,9904.0,2017-03-24,1,1,0,0,0,1,1,1,1,1,1,1,1,0,92.0,3,2017,0,2017-02-22,2.42
46585,2725000.0,2014.0,2750000.0,90036,Single Family Residence,5.0,6.0,34.063693,-118.341377,4328.0,1.0,6751.0,2017-03-21,1,1,0,0,0,1,1,1,1,1,1,1,1,0,6.0,3,2017,0,2017-02-19,2.296688541140846
46588,1650000.0,1925.0,1375000.0,90036,Single Family Residence,6.0,3.0,34.065915999999994,-118.338898,3537.0,2.0,8100.0,2017-02-09,1,1,0,0,0,0,0,1,1,0,1,1,0,0,95.0,2,2017,1,2017-01-10,2.38
46589,1246000.0,1945.0,1299000.0,90036,Single Family Residence,3.0,2.0,34.075633,-118.352799,1181.0,1.0,4821.0,2017-05-12,1,1,0,0,0,1,1,0,1,1,1,1,0,0,75.0,5,2017,0,2017-04-12,2.28
46590,1240000.0,1924.0,1350000.0,90036,Single Family Residence,2.0,2.0,34.081539,-118.354505,1215.0,1.0,6501.0,2017-04-19,1,1,0,0,0,0,1,1,1,1,0,0,0,0,96.0,4,2017,0,2017-03-20,2.47
46592,1670000.0,1925.0,1690000.0,90036,Single Family Residence,3.0,2.0,34.072457,-118.340007,1693.0,1.0,6750.0,2017-03-07,1,1,0,0,0,1,1,1,1,1,1,0,0,0,95.0,3,2017,0,2017-02-05,2.296688541140846
46595,1425000.0,1924.0,1525000.0,90036,Single Family Residence,3.0,2.0,34.067761,-118.339946,1754.0,1.0,6751.0,2017-04-14,1,1,0,0,0,1,0,1,1,1,1,0,0,0,96.0,4,2017,0,2017-03-15,2.51
46596,2875000.0,1928.0,2995000.0,90036,Townhouse,4.0,6.0,34.076419,-118.342045,4184.0,3.0,31561.0,2017-07-06,0,0,0,0,1,1,1,1,1,1,1,1,1,1,92.0,7,2017,0,2017-06-06,2.14
46597,2675000.0,2016.0,2679000.0,90036,Single Family Residence,5.0,5.0,34.079984,-118.339411,3910.0,2.0,6459.0,2017-03-06,0,1,0,0,0,1,1,1,1,1,1,0,0,0,4.0,3,2017,0,2017-02-04,2.296688541140846
46598,1340000.0,1929.0,1449900.0,90036,Single Family Residence,4.0,3.0,34.059475,-118.347942,2000.0,2.0,5574.0,2017-03-23,1,1,0,0,0,1,1,1,1,1,1,0,1,0,91.0,3,2017,0,2017-02-21,2.43
46599,1665000.0,1925.0,1699000.0,90036,Single Family Residence,3.0,2.0,34.081047,-118.350654,1716.0,1.0,6582.0,2017-03-16,1,1,0,0,0,1,1,1,1,1,1,0,1,0,95.0,3,2017,0,2017-02-14,2.47
46600,408000.0,1972.0,405000.0,90036,Condominium,1.0,1.0,34.081074,-118.343185,622.0,4.0,39885.0,2017-02-06,0,0,1,0,0,1,0,0,1,1,1,0,0,1,48.0,2,2017,1,2017-01-07,2.296688541140846
46604,1595000.0,1927.0,1649000.0,90036,Single Family Residence,3.0,3.0,34.058946,-118.353422,2014.0,1.0,6998.0,2017-04-14,1,1,0,0,0,1,1,1,1,1,1,0,0,1,93.0,4,2017,0,2017-03-15,2.51
46605,1175000.0,1924.0,2000000.0,90036,Single Family Residence,3.0,2.0,34.058413,-118.352323,1998.0,1.0,7185.0,2018-01-09,1,1,0,0,0,0,0,1,1,0,1,0,0,0,96.0,1,2018,1,2017-12-10,2.836564088841302
46607,573000.0,1987.0,565000.0,90036,Condominium,2.0,2.0,34.057068,-118.353349,1059.0,3.0,20554.0,2017-01-31,0,0,1,0,0,1,1,1,1,1,1,0,0,1,33.0,1,2017,1,2017-01-01,2.296688541140846
46610,1341000.0,1932.0,1199990.0,90036,Single Family Residence,3.0,2.0,34.071644,-118.352734,2007.0,1.0,5979.0,2017-02-13,1,1,0,0,0,0,0,1,1,1,1,0,0,1,88.0,2,2017,1,2017-01-14,2.296688541140846
46612,2000000.0,2016.0,3495000.0,90036,Single Family Residence,6.0,6.0,34.081179,-118.349375,4619.0,2.0,7334.0,2017-04-21,0,1,0,0,0,1,1,1,1,1,1,0,1,1,4.0,4,2017,0,2017-03-22,2.4
46613,1474000.0,1932.0,1489000.0,90036,Single Family Residence,3.0,2.0,34.074131,-118.347759,2157.0,1.0,7373.0,2017-03-01,1,1,0,0,0,1,0,1,1,1,1,0,0,0,88.0,3,2017,0,2017-01-30,2.49
46614,1030000.0,1926.0,,90036,Single Family Residence,3.0,2.0,34.059278000000006,-118.347106,1660.0,1.0,6689.0,2016-11-17,1,1,0,0,0,0,1,1,1,1,1,1,0,0,94.0,11,2016,1,2016-10-18,1.75
46616,1874000.0,1924.0,1495000.0,90036,Single Family Residence,2.0,2.0,34.079966,-118.350674,1065.0,1.0,8216.0,2017-04-06,1,1,0,0,0,0,1,1,1,1,1,1,1,0,96.0,4,2017,0,2017-03-07,2.52
46617,1755000.0,1924.0,1799000.0,90036,Single Family Residence,3.0,4.0,34.05921,-118.354843,2144.0,1.0,6999.0,2017-01-09,1,1,0,0,0,1,1,1,1,1,1,0,0,0,96.0,1,2017,1,2016-12-10,2.296688541140846
46618,900000.0,1927.0,899000.0,90036,Single Family Residence,2.0,1.0,34.080377,-118.352821,1217.0,1.0,2503.0,2016-12-23,1,1,0,0,0,1,1,1,1,1,1,0,0,0,93.0,12,2016,1,2016-11-23,2.36
46619,1800000.0,1926.0,1649000.0,90036,Single Family Residence,3.0,3.0,34.077548,-118.340007,1944.0,1.0,6750.0,2016-11-29,1,1,0,0,0,1,1,1,1,1,0,1,0,0,94.0,11,2016,1,2016-10-30,1.7957298013245218
46620,785000.0,1925.0,825000.0,90036,Single Family Residence,2.0,1.0,34.081661,-118.352649,928.0,1.0,2505.0,2017-02-13,1,1,0,0,0,0,0,0,1,1,1,0,0,0,95.0,2,2017,1,2017-01-14,2.296688541140846
46621,1800000.0,1924.0,1799999.0,90036,Single Family Residence,3.0,2.0,34.067745,-118.341534,1994.0,1.0,6749.0,2016-11-22,1,1,0,0,0,1,1,1,1,1,1,0,0,0,96.0,11,2016,1,2016-10-23,1.7957298013245218
46622,2600000.0,2016.0,2799000.0,90036,Single Family Residence,5.0,6.0,34.063659,-118.342677,4010.0,2.0,6502.0,2017-02-02,1,1,0,0,0,1,1,1,1,1,1,1,1,1,4.0,2,2017,1,2017-01-03,2.45
46624,1849000.0,1926.0,1849000.0,90036,Single Family Residence,3.0,3.0,34.072362,-118.340196,2206.0,1.0,6750.0,2016-11-29,1,1,0,0,0,1,1,1,1,1,1,0,0,0,94.0,11,2016,1,2016-10-30,1.7957298013245218
46625,1382000.0,1925.0,1475000.0,90036,Single Family Residence,3.0,2.0,34.081136,-118.351368,1720.0,1.0,7000.0,2016-11-09,1,1,0,0,0,1,1,1,1,1,1,0,0,0,95.0,11,2016,1,2016-10-10,1.77
46626,1365000.0,1923.0,1359000.0,90036,Single Family Residence,3.0,3.0,34.059935,-118.343163,1858.0,1.0,6222.0,2016-11-21,1,1,0,0,0,1,1,1,1,1,1,0,0,0,97.0,11,2016,1,2016-10-22,1.7957298013245218
46627,2575000.0,2016.0,2599000.0,90036,Single Family Residence,4.0,5.0,34.082266,-118.351354,3979.0,2.0,6999.0,2017-01-06,0,1,0,0,0,1,1,1,1,1,1,1,1,0,4.0,1,2017,1,2016-12-07,2.34
46628,1293000.0,1924.0,1300000.0,90036,Single Family Residence,4.0,3.0,34.082567,-118.340876,1517.0,1.0,5403.0,2016-12-08,1,1,0,0,0,1,1,1,1,1,1,0,0,0,96.0,12,2016,1,2016-11-08,1.88
46630,3300000.0,2016.0,3350000.0,90036,Single Family Residence,4.0,5.0,34.082801,-118.350734,4524.0,2.0,7404.0,2016-12-28,0,1,0,0,0,1,1,1,1,1,1,1,1,1,4.0,12,2016,1,2016-11-28,2.32
46631,819000.0,2009.0,819000.0,90036,Condominium,2.0,2.0,34.064478,-118.350073,1160.0,4.0,31221.0,2016-11-10,0,0,1,0,0,1,0,0,1,1,1,0,0,1,11.0,11,2016,1,2016-10-11,1.77
46632,1800000.0,1928.0,1800000.0,90036,Single Family Residence,5.0,3.0,34.077106,-118.349467,3473.0,2.0,7334.0,2016-09-15,1,1,0,0,0,0,0,1,1,0,1,0,0,0,92.0,9,2016,1,2016-08-16,1.57
46633,3950000.0,2016.0,3995000.0,90036,Single Family Residence,5.0,6.0,34.079375,-118.352475,5670.0,2.0,6103.0,2016-10-20,1,1,0,0,0,1,1,1,1,1,1,1,1,1,4.0,10,2016,1,2016-09-20,1.69
46634,2250000.0,1927.0,2200000.0,90036,Single Family Residence,4.0,4.0,34.073122,-118.337948,3818.0,2.0,9683.0,2016-11-09,1,1,0,0,0,1,1,1,1,1,1,0,0,0,93.0,11,2016,1,2016-10-10,1.77
46638,1650000.0,1933.0,1800000.0,90036,Single Family Residence,5.0,5.0,34.072856,-118.351873,3214.0,1.0,7001.0,2016-11-10,1,1,0,0,0,1,0,1,1,1,1,1,0,0,87.0,11,2016,1,2016-10-11,1.77
46640,1575000.0,1928.0,1750000.0,90036,Single Family Residence,4.0,4.0,34.075615,-118.351827,2560.0,2.0,5684.0,2016-11-21,1,1,0,0,0,1,1,1,1,1,1,0,0,0,92.0,11,2016,1,2016-10-22,1.7957298013245218
46641,1800000.0,1924.0,1995000.0,90036,Single Family Residence,3.0,3.0,34.068618,-118.340263,2147.0,1.0,6750.0,2016-11-01,1,1,0,0,0,1,1,0,1,1,1,0,0,0,96.0,11,2016,1,2016-10-02,1.7957298013245218
46643,625000.0,1928.0,599000.0,90036,Condominium,1.0,1.0,34.07385,-118.343266,784.0,3.0,16120.0,2016-09-22,0,0,1,0,0,1,0,0,1,1,1,0,0,0,92.0,9,2016,1,2016-08-23,1.55
46644,795000.0,2009.0,795000.0,90036,Condominium,2.0,2.0,34.064478,-118.350073,1190.0,1.0,31221.0,2016-10-27,0,0,1,0,0,1,1,0,1,1,1,0,0,0,11.0,10,2016,1,2016-09-27,1.56
46645,1800000.0,2001.0,1799000.0,90036,Single Family Residence,3.0,3.0,34.079515,-118.351426,3061.0,1.0,6999.0,2016-11-10,0,1,0,0,0,1,1,1,1,1,1,0,0,0,19.0,11,2016,1,2016-10-11,1.77
46646,1525000.0,1926.0,1499900.0,90036,Single Family Residence,3.0,2.0,34.08006,-118.351349,1902.0,1.0,5188.0,2016-09-16,1,1,0,0,0,1,1,1,1,1,1,1,0,1,94.0,9,2016,1,2016-08-17,1.56
46647,1338510.0,1925.0,1350000.0,90036,Single Family Residence,3.0,3.0,34.059328,-118.353246,2042.0,1.0,7000.0,2016-10-18,1,1,0,0,0,1,1,1,1,1,1,0,0,1,95.0,10,2016,1,2016-09-18,1.7957298013245218
46648,2575000.0,2016.0,2750000.0,90036,Single Family Residence,5.0,6.0,34.065223,-118.34263,3900.0,2.0,6503.0,2017-03-15,0,1,0,0,0,1,1,1,1,1,1,0,1,1,4.0,3,2017,0,2017-02-13,2.43
46649,1600000.0,1929.0,1749000.0,90036,Single Family Residence,4.0,4.0,34.071419,-118.338179,3593.0,2.0,10441.0,2016-09-22,1,1,0,0,0,0,1,1,1,1,1,1,0,0,91.0,9,2016,1,2016-08-23,1.55
46651,1765000.0,1925.0,1875000.0,90036,Single Family Residence,4.0,3.0,34.075273,-118.339383,2102.0,1.0,6457.0,2016-10-11,1,1,0,0,0,0,1,1,1,1,1,0,0,0,95.0,10,2016,1,2016-09-11,1.7957298013245218
46652,518000.0,1987.0,529000.0,90036,Condominium,2.0,2.0,34.057068,-118.353349,1169.0,3.0,20554.0,2016-09-19,0,0,1,0,0,0,0,1,1,0,1,0,0,0,33.0,9,2016,1,2016-08-20,1.7957298013245218
46653,1600000.0,1929.0,1629000.0,90036,Single Family Residence,3.0,3.0,34.059003000000004,-118.361751,2212.0,1.0,6008.0,2016-10-28,1,1,0,0,0,1,1,1,1,1,1,1,0,0,91.0,10,2016,1,2016-09-28,1.57
46657,1611000.0,1925.0,1525000.0,90036,Single Family Residence,3.0,2.0,34.0725,-118.34018,1693.0,1.0,6750.0,2016-08-23,1,1,0,0,0,1,0,1,1,1,1,1,0,0,95.0,8,2016,0,2016-07-24,1.7957298013245218
46658,820000.0,1924.0,820000.0,90036,Single Family Residence,2.0,1.0,34.081961,-118.358081,792.0,1.0,2415.0,2016-07-01,1,1,0,0,0,1,1,1,1,1,1,0,0,0,96.0,7,2016,0,2016-06-01,1.85
46660,1800000.0,1928.0,1825000.0,90036,Single Family Residence,4.0,4.0,34.077664,-118.350149,2980.0,2.0,8228.0,2016-10-14,1,1,0,0,0,0,0,1,1,1,1,0,0,0,92.0,10,2016,1,2016-09-14,1.7
46664,1150000.0,1927.0,1150000.0,90036,Condominium,2.0,2.0,34.074103,-118.342627,1674.0,2.0,7815.0,2016-09-09,0,0,1,0,0,1,1,1,1,1,1,0,0,0,93.0,9,2016,1,2016-08-10,1.5
46665,1396000.0,1924.0,1590000.0,90036,Single Family Residence,3.0,2.0,34.064757,-118.341083,1936.0,1.0,7430.0,2017-09-29,1,1,0,0,0,0,1,1,1,1,1,0,0,0,96.0,9,2017,1,2017-08-30,2.15
46670,1860000.0,1924.0,1899000.0,90036,Single Family Residence,3.0,2.0,34.068305,-118.343238,2091.0,1.0,6509.0,2016-08-22,1,1,0,0,0,1,1,1,1,1,1,1,0,0,96.0,8,2016,0,2016-07-23,1.7957298013245218
46671,1480000.0,1925.0,1400000.0,90036,Single Family Residence,3.0,2.0,34.059732000000004,-118.354309,1995.0,1.0,8403.0,2016-07-29,0,1,0,0,0,0,1,1,1,1,1,0,0,0,95.0,7,2016,0,2016-06-29,1.5
46672,1429950.0,1948.0,1395000.0,90036,Single Family Residence,3.0,4.0,34.080139,-118.337999,2585.0,1.0,8842.0,2016-08-01,1,1,0,0,0,1,1,1,1,1,1,1,0,0,72.0,8,2016,0,2016-07-02,1.7957298013245218
46676,1575000.0,1938.0,1650000.0,90036,Single Family Residence,4.0,4.0,34.075026,-118.338237,3542.0,2.0,9477.0,2016-07-19,1,1,0,0,0,1,0,1,1,1,1,1,0,1,82.0,7,2016,0,2016-06-19,1.7957298013245218
46677,2100000.0,1926.0,2100000.0,90036,Single Family Residence,4.0,3.0,34.079817,-118.341086,2261.0,2.0,7426.0,2016-07-08,1,1,0,0,0,1,1,1,1,1,1,1,1,1,94.0,7,2016,0,2016-06-08,1.71
46678,2730000.0,2016.0,2980000.0,90036,Single Family Residence,5.0,6.0,34.08227,-118.349563,4669.0,2.0,7334.0,2016-11-03,1,1,0,0,0,1,1,1,1,1,1,1,1,1,4.0,11,2016,1,2016-10-04,1.69
46679,2800000.0,2016.0,2949000.0,90036,Single Family Residence,5.0,7.0,34.082425,-118.348105,4369.0,2.0,6946.0,2016-09-02,1,1,0,0,0,1,1,1,1,1,1,1,1,1,4.0,9,2016,1,2016-08-03,1.55
46681,3080000.0,2014.0,3095000.0,90036,Single Family Residence,5.0,6.0,34.065806,-118.342323,4346.0,2.0,6757.0,2016-06-16,0,1,0,0,0,1,1,1,1,1,1,0,1,0,6.0,6,2016,0,2016-05-17,1.76
46683,1820000.0,2002.0,1998000.0,90036,Single Family Residence,3.0,3.0,34.063516,-118.339958,2162.0,1.0,6755.0,2016-11-21,1,1,0,0,0,1,1,1,1,1,1,0,0,1,18.0,11,2016,1,2016-10-22,1.7957298013245218
46684,1255000.0,1926.0,1185000.0,90036,Single Family Residence,4.0,3.0,34.060134999999995,-118.339425,2538.0,2.0,6763.0,2016-06-23,1,1,0,0,0,1,0,1,1,1,1,0,0,0,94.0,6,2016,0,2016-05-24,1.86
46685,1580000.0,1926.0,1425000.0,90036,Single Family Residence,3.0,2.0,34.075262,-118.340006,1809.0,1.0,6751.0,2016-06-07,1,1,0,0,0,1,0,1,1,1,1,0,0,0,94.0,6,2016,0,2016-05-08,1.7957298013245218
46686,550000.0,1929.0,550000.0,90036,Condominium,1.0,1.0,34.079939,-118.342636,746.0,1.0,23674.0,2016-05-23,0,0,1,0,0,1,0,1,1,1,1,0,0,1,91.0,5,2016,0,2016-04-23,1.7957298013245218
46687,1551412.0,1925.0,1699000.0,90036,Single Family Residence,4.0,3.0,34.08,-118.339107,2440.0,2.0,8105.0,2016-08-05,1,1,0,0,0,1,1,1,1,1,1,0,1,1,95.0,8,2016,0,2016-07-06,1.38
46688,1618700.0,1928.0,1699000.0,90036,Single Family Residence,3.0,2.0,34.072291,-118.351409,2193.0,2.0,7006.0,2016-06-24,1,1,0,0,0,1,1,1,1,1,1,1,0,0,92.0,6,2016,0,2016-05-25,1.87
46689,851000.0,1927.0,769000.0,90036,Single Family Residence,1.0,1.0,34.080065999999995,-118.356788,744.0,1.0,2332.0,2016-06-08,1,1,0,0,0,1,1,1,1,0,0,0,0,0,93.0,6,2016,0,2016-05-09,1.77
46691,1675000.0,1924.0,1800000.0,90036,Single Family Residence,3.0,2.0,34.059801,-118.349775,1755.0,1.0,8326.0,2016-11-18,1,1,0,0,0,0,1,1,1,1,1,0,1,0,96.0,11,2016,1,2016-10-19,1.76
46692,2900000.0,2016.0,2900000.0,90036,Single Family Residence,4.0,5.0,34.082887,-118.35371299999998,3362.0,2.0,5838.0,2016-04-29,1,1,0,0,0,1,1,1,1,1,1,1,1,0,4.0,4,2016,0,2016-03-30,1.83
46693,2600000.0,2016.0,2800000.0,90036,Single Family Residence,5.0,6.0,34.057854,-118.350833,4200.0,2.0,7700.0,2016-08-17,0,1,0,0,0,1,1,1,1,1,1,0,1,1,4.0,8,2016,0,2016-07-18,1.59
46694,1540000.0,1925.0,1499000.0,90036,Single Family Residence,3.0,3.0,34.057795,-118.340301,2215.0,1.0,7512.0,2016-06-11,1,1,0,0,0,0,0,1,1,1,1,1,0,0,95.0,6,2016,0,2016-05-12,1.75
46695,1500000.0,1925.0,1495000.0,90036,Single Family Residence,3.0,3.0,34.058032,-118.355359,2391.0,2.0,9103.0,2016-05-31,1,1,0,0,0,1,1,1,1,1,1,0,0,0,95.0,5,2016,0,2016-05-01,1.7957298013245218
46696,480000.0,1940.0,479000.0,90036,Condominium,1.0,1.0,34.081237,-118.342423,773.0,2.0,14861.0,2016-06-23,0,0,1,0,0,1,1,0,1,1,0,0,0,0,80.0,6,2016,0,2016-05-24,1.86
46700,932000.0,2009.0,939000.0,90036,Townhouse,3.0,3.0,34.064478,-118.350073,1450.0,1.0,31221.0,2016-06-01,0,0,0,0,1,1,1,0,1,0,1,0,0,1,11.0,6,2016,0,2016-05-02,1.88
46701,2150000.0,1936.0,1899000.0,90036,Single Family Residence,4.0,4.0,34.073712,-118.350809,2803.0,2.0,8250.0,2016-05-25,1,1,0,0,0,1,1,1,1,1,1,0,0,1,84.0,5,2016,0,2016-04-25,1.91
46702,1735000.0,1923.0,1749000.0,90036,Single Family Residence,3.0,3.0,34.065498,-118.342136,2201.0,1.0,6758.0,2016-06-01,1,1,0,0,0,1,1,1,1,1,1,1,0,0,97.0,6,2016,0,2016-05-02,1.88
46704,1742474.0,1926.0,1875000.0,90036,Single Family Residence,3.0,3.0,34.072157000000004,-118.350165,1843.0,1.0,8223.0,2016-05-27,1,1,0,0,0,1,1,1,1,1,1,1,1,0,94.0,5,2016,0,2016-04-27,1.87
